locus_tag	ftype	length_bp	gene	EC_number	COG	product
CAICOJHJ_02604	CDS	663	dedD			Cell division protein DedD
CAICOJHJ_02605	CDS	1269	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
CAICOJHJ_02606	CDS	915	accD	6.4.1.2	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
CAICOJHJ_02607	CDS	660	dedA		COG0586	Protein DedA
CAICOJHJ_02608	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
CAICOJHJ_02609	CDS	1014	usg		COG0136	USG-1 protein
CAICOJHJ_02610	CDS	1137	pdxB	1.1.1.290	COG0111	Erythronate-4-phosphate dehydrogenase
CAICOJHJ_02611	CDS	996	flk			Flagellar regulator flk
CAICOJHJ_02612	CDS	726	yfcJ_1			putative MFS-type transporter YfcJ
CAICOJHJ_02613	CDS	447	yfcJ_2			putative MFS-type transporter YfcJ
CAICOJHJ_02614	CDS	1221	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
CAICOJHJ_02615	CDS	2007	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
CAICOJHJ_02616	CDS	279				hypothetical protein
CAICOJHJ_02617	CDS	549	epmC	1.14.-.-	COG3101	Elongation factor P hydroxylase
CAICOJHJ_02618	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
CAICOJHJ_02619	CDS	825	mepA_2	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
CAICOJHJ_02620	CDS	1086	aroC	4.2.3.5	COG0082	Chorismate synthase
CAICOJHJ_02621	CDS	933	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
CAICOJHJ_02622	CDS	552	mutS2	3.1.-.-		Endonuclease MutS2
CAICOJHJ_02623	CDS	858	yfcO			putative protein YfcO
CAICOJHJ_02624	CDS	528	yfcP			putative fimbrial-like protein YfcP
CAICOJHJ_02625	CDS	480	yfcQ			putative fimbrial-like protein YfcQ
CAICOJHJ_02626	CDS	504	yfcR			putative fimbrial-like protein YfcR
CAICOJHJ_02627	CDS	753	yfcS_1		COG3121	putative fimbrial chaperone YfcS
CAICOJHJ_02628	CDS	2649	papC_1		COG3188	Outer membrane usher protein PapC
CAICOJHJ_02629	CDS	567	yfcV			putative fimbrial-like protein YfcV
CAICOJHJ_02630	CDS	486	sixA	3.1.3.-	COG2062	Phosphohistidine phosphatase SixA
CAICOJHJ_02631	CDS	2145	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
CAICOJHJ_02632	CDS	1311	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
CAICOJHJ_02633	CDS	285				hypothetical protein
CAICOJHJ_02634	CDS	1341	fadL		COG2067	Long-chain fatty acid transport protein
CAICOJHJ_02635	CDS	756	mlaA		COG2853	putative phospholipid-binding lipoprotein MlaA
CAICOJHJ_02636	CDS	933	yfdC		COG2116	Inner membrane protein YfdC
CAICOJHJ_02637	tRNA	75				tRNA-Arg(cct)
CAICOJHJ_02638	CDS	531				hypothetical protein
CAICOJHJ_02639	CDS	846	icsA_2		COG3468	Outer membrane protein IcsA autotransporter
CAICOJHJ_02640	CDS	7164	aidA-I			AIDA-I autotransporter
CAICOJHJ_02641	CDS	621				hypothetical protein
CAICOJHJ_02642	CDS	630	xerD_3		COG4974	Tyrosine recombinase XerD
CAICOJHJ_02643	CDS	570	xerD_4		COG4974	Tyrosine recombinase XerD
CAICOJHJ_02644	CDS	948	dsdC		COG0583	HTH-type transcriptional regulator DsdC
CAICOJHJ_02645	CDS	1338	dsdX			D-serine transporter DsdX
CAICOJHJ_02646	CDS	1329	dsdA	4.3.1.18	COG3048	D-serine dehydratase
CAICOJHJ_02647	CDS	1539	emrY			putative multidrug resistance protein EmrY
CAICOJHJ_02648	CDS	1164	emrK		COG1566	putative multidrug resistance protein EmrK
CAICOJHJ_02649	CDS	615	evgA			DNA-binding transcriptional activator EvgA
CAICOJHJ_02650	CDS	3594	evgS	2.7.13.3	COG0784	Sensor protein EvgS
CAICOJHJ_02651	CDS	1146	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
CAICOJHJ_02652	CDS	945				hypothetical protein
CAICOJHJ_02653	CDS	1695	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
CAICOJHJ_02654	CDS	1251	frc	2.8.3.16	COG1804	Formyl-CoA:oxalate CoA-transferase
CAICOJHJ_02655	CDS	633	yfdX			Protein YfdX
CAICOJHJ_02656	CDS	276				hypothetical protein
CAICOJHJ_02657	CDS	243				hypothetical protein
CAICOJHJ_02658	CDS	921	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
CAICOJHJ_02659	CDS	1239	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
CAICOJHJ_02660	CDS	1698	ypdA_1	2.7.13.3	COG3275	Sensor histidine kinase YpdA
CAICOJHJ_02661	CDS	738	ypdB		COG3279	Transcriptional regulatory protein YpdB
CAICOJHJ_02662	CDS	858	rhaR_1			HTH-type transcriptional activator RhaR
CAICOJHJ_02663	CDS	2496	fryA_1		COG1080	Multiphosphoryl transfer protein 1
CAICOJHJ_02664	CDS	1038	ypdE	3.4.11.-	COG1363	Aminopeptidase YpdE
CAICOJHJ_02665	CDS	1086	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
CAICOJHJ_02666	CDS	1248	fryC		COG1299	Fructose-like permease IIC component 1
CAICOJHJ_02667	CDS	327	fryB_1	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
CAICOJHJ_02668	CDS	966	glk	2.7.1.2	COG0837	Glucokinase
CAICOJHJ_02669	CDS	1257	yfeO			Putative ion-transport protein YfeO
CAICOJHJ_02670	CDS	327				hypothetical protein
CAICOJHJ_02671	CDS	1239	mntH		COG1914	Divalent metal cation transporter MntH
CAICOJHJ_02672	CDS	1203	nupC		COG1972	Nucleoside permease NupC
CAICOJHJ_02673	CDS	2190	pdeA	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeA
CAICOJHJ_02674	tRNA	76				tRNA-Ala(ggc)
CAICOJHJ_02675	tRNA	76				tRNA-Ala(ggc)
CAICOJHJ_02676	CDS	360				hypothetical protein
CAICOJHJ_02677	CDS	372				hypothetical protein
CAICOJHJ_02678	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
CAICOJHJ_02679	tRNA	76				tRNA-Val(tac)
CAICOJHJ_02680	tRNA	76				tRNA-Val(tac)
CAICOJHJ_02681	tRNA	76				tRNA-Val(tac)
CAICOJHJ_02682	tRNA	76				tRNA-Lys(ttt)
CAICOJHJ_02683	CDS	885	hcaR_2			Hca operon transcriptional activator HcaR
CAICOJHJ_02684	CDS	1257	xapB			Xanthosine permease
CAICOJHJ_02685	CDS	834	xapA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 2
CAICOJHJ_02686	CDS	765				hypothetical protein
CAICOJHJ_02687	CDS	927	cynR_1			HTH-type transcriptional regulator CynR
CAICOJHJ_02688	CDS	999				hypothetical protein
CAICOJHJ_02689	CDS	219				hypothetical protein
CAICOJHJ_02690	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
CAICOJHJ_02691	CDS	999	zipA		COG3115	Cell division protein ZipA
CAICOJHJ_02692	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
CAICOJHJ_02693	CDS	984	cysK	2.5.1.47	COG0031	Cysteine synthase A
CAICOJHJ_02694	CDS	258	ptsH_1		COG1925	Phosphocarrier protein HPr
CAICOJHJ_02695	CDS	1497	ptsI_1	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
CAICOJHJ_02696	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
CAICOJHJ_02697	CDS	852	pdxK	2.7.1.35	COG2240	Pyridoxine/pyridoxal/pyridoxamine kinase
CAICOJHJ_02698	CDS	369				hypothetical protein
CAICOJHJ_02699	CDS	912	cysM	2.5.1.47	COG0031	Cysteine synthase B
CAICOJHJ_02700	CDS	1098	cysA_2	3.6.3.25	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
CAICOJHJ_02701	CDS	876	cysW_2		COG4208	Sulfate transport system permease protein CysW
CAICOJHJ_02702	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
CAICOJHJ_02703	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
CAICOJHJ_02704	CDS	792	ucpA	1.-.-.-		Oxidoreductase UcpA
CAICOJHJ_02705	CDS	897	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
CAICOJHJ_02706	CDS	1425	murP		COG2190	PTS system N-acetylmuramic acid-specific EIIBC component
CAICOJHJ_02707	CDS	900	yfeX	1.11.1.-	COG2837	putative deferrochelatase/peroxidase YfeX
CAICOJHJ_02708	CDS	576	yfeY			putative protein YfeY
CAICOJHJ_02709	CDS	450	yfeZ			Inner membrane protein YfeZ
CAICOJHJ_02710	CDS	426	ypeA	2.3.1.-	COG0456	Acetyltransferase YpeA
CAICOJHJ_02711	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
CAICOJHJ_02712	CDS	903	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
CAICOJHJ_02713	CDS	1053	rhaS_2			HTH-type transcriptional activator RhaS
CAICOJHJ_02714	CDS	501	eutK		COG4577	Ethanolamine utilization protein EutK
CAICOJHJ_02715	CDS	660	eutL		COG4816	Ethanolamine utilization protein EutL
CAICOJHJ_02716	CDS	888	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
CAICOJHJ_02717	CDS	1362	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
CAICOJHJ_02718	CDS	1404				hypothetical protein
CAICOJHJ_02719	CDS	1227				hypothetical protein
CAICOJHJ_02720	CDS	1188	mdh_1	1.1.1.244		NAD-dependent methanol dehydrogenase
CAICOJHJ_02721	CDS	837	ftsA_2		COG0849	Cell division protein FtsA
CAICOJHJ_02722	CDS	1404	adhE_2		COG1012	Aldehyde-alcohol dehydrogenase
CAICOJHJ_02723	CDS	288	eutN_1		COG4576	Ethanolamine utilization protein EutN
CAICOJHJ_02724	CDS	336	eutM		COG4577	Ethanolamine utilization protein EutM
CAICOJHJ_02725	CDS	1017	eutD		COG0280	Ethanolamine utilization protein EutD
CAICOJHJ_02726	CDS	804				hypothetical protein
CAICOJHJ_02727	CDS	702	eutQ		COG4766	Ethanolamine utilization protein EutQ
CAICOJHJ_02728	CDS	480	pduV		COG4917	Propanediol utilization protein PduV
CAICOJHJ_02729	CDS	336	eutS		COG4810	Ethanolamine utilization protein EutS
CAICOJHJ_02730	CDS	2280	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
CAICOJHJ_02731	CDS	951	tal	2.2.1.2		Transaldolase
CAICOJHJ_02732	CDS	2004	tktB	2.2.1.1	COG0021	Transketolase 2
CAICOJHJ_02733	CDS	999				hypothetical protein
CAICOJHJ_02734	CDS	576	nudK	3.6.1.-		GDP-mannose pyrophosphatase NudK
CAICOJHJ_02735	CDS	1980	gltD_1	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
CAICOJHJ_02736	CDS	1701	narQ	2.7.13.3		Nitrate/nitrite sensor protein NarQ
CAICOJHJ_02737	CDS	3114	acrB_2		COG0841	Multidrug efflux pump subunit AcrB
CAICOJHJ_02738	CDS	357	yffB		COG1393	Protein YffB
CAICOJHJ_02739	CDS	1128	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
CAICOJHJ_02740	CDS	201				hypothetical protein
CAICOJHJ_02741	CDS	699				hypothetical protein
CAICOJHJ_02742	CDS	2016	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
CAICOJHJ_02743	CDS	864			COG2321	putative protein
CAICOJHJ_02744	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
CAICOJHJ_02745	CDS	231				hypothetical protein
CAICOJHJ_02746	CDS	1035	bamC		COG3317	Outer membrane protein assembly factor BamC
CAICOJHJ_02747	CDS	879	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
CAICOJHJ_02748	CDS	573	gcvR		COG2716	Glycine cleavage system transcriptional repressor
CAICOJHJ_02749	CDS	471	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
CAICOJHJ_02750	CDS	1062	yhhT_1		COG0628	Putative transport protein YhhT
CAICOJHJ_02751	CDS	1464	bepA	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
CAICOJHJ_02752	CDS	360	yfgD		COG1393	putative protein YfgD
CAICOJHJ_02753	CDS	747	hda		COG0593	DnaA regulatory inactivator Hda
CAICOJHJ_02754	CDS	1290	uraA		COG2233	Uracil permease
CAICOJHJ_02755	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
CAICOJHJ_02756	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
CAICOJHJ_02757	CDS	639	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
CAICOJHJ_02758	CDS	2067	ppk	2.7.4.1	COG0855	Polyphosphate kinase
CAICOJHJ_02759	CDS	1542	ppx	3.6.1.11	COG0248	Exopolyphosphatase
CAICOJHJ_02760	CDS	2244	pdeF	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeF
CAICOJHJ_02761	CDS	153				hypothetical protein
CAICOJHJ_02762	CDS	174				hypothetical protein
CAICOJHJ_02763	CDS	516				hypothetical protein
CAICOJHJ_02764	CDS	540				hypothetical protein
CAICOJHJ_02765	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
CAICOJHJ_02766	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
CAICOJHJ_02767	CDS	1377	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
CAICOJHJ_02768	CDS	8052				hypothetical protein
CAICOJHJ_02769	CDS	978				hypothetical protein
CAICOJHJ_02770	CDS	2178				Invasin
CAICOJHJ_02771	CDS	216	yfgJ			putative protein YfgJ
CAICOJHJ_02772	CDS	1473	der_1		COG1160	GTPase Der
CAICOJHJ_02773	CDS	1179	bamB		COG1520	Outer membrane protein assembly factor BamB
CAICOJHJ_02774	CDS	621				hypothetical protein
CAICOJHJ_02775	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
CAICOJHJ_02776	CDS	1119	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
CAICOJHJ_02777	CDS	1008	rodZ		COG1426	Cytoskeleton protein RodZ
CAICOJHJ_02778	CDS	1155	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
CAICOJHJ_02779	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
CAICOJHJ_02780	CDS	2277	pbpC		COG4953	Penicillin-binding protein 1C
CAICOJHJ_02781	CDS	4962	yfhM		COG2373	putative lipoprotein YfhM
CAICOJHJ_02782	CDS	846	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
CAICOJHJ_02783	CDS	777				hypothetical protein
CAICOJHJ_02784	CDS	1284	pepB	3.4.11.23	COG0260	Peptidase B
CAICOJHJ_02785	CDS	201	iscX		COG2975	Protein IscX
CAICOJHJ_02786	CDS	336	fdx		COG0633	2Fe-2S ferredoxin
CAICOJHJ_02787	CDS	1851	hscA		COG0443	Chaperone protein HscA
CAICOJHJ_02788	CDS	516	hscB		COG1076	Co-chaperone protein HscB
CAICOJHJ_02789	CDS	324	iscA		COG0316	Iron-binding protein IscA
CAICOJHJ_02790	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
CAICOJHJ_02791	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
CAICOJHJ_02792	CDS	489	iscR		COG1959	HTH-type transcriptional regulator IscR
CAICOJHJ_02793	CDS	741	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
CAICOJHJ_02794	CDS	804	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
CAICOJHJ_02795	CDS	855			COG1073	putative protein
CAICOJHJ_02796	CDS	1281	manR_1		COG1762	Transcriptional regulator ManR
CAICOJHJ_02797	CDS	1140	hcaT			putative 3-phenylpropionic acid transporter
CAICOJHJ_02798	CDS	423	yphA		COG2259	Inner membrane protein YphA
CAICOJHJ_02799	CDS	873	yphB_1		COG2017	putative protein YphB
CAICOJHJ_02800	CDS	1062	gutB	1.1.1.14	COG1063	Sorbitol dehydrogenase
CAICOJHJ_02801	CDS	999	rbsC_2		COG1172	Ribose import permease protein RbsC
CAICOJHJ_02802	CDS	1512	mglA_2	3.6.3.17	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
CAICOJHJ_02803	CDS	984	yphF		COG1879	ABC transporter periplasmic-binding protein YphF
CAICOJHJ_02804	CDS	3282	lapB_2			Lipopolysaccharide assembly protein B
CAICOJHJ_02805	CDS	1194	mlc_2		COG1940	Protein mlc
CAICOJHJ_02806	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
CAICOJHJ_02807	CDS	1191	hmp	1.14.12.17	COG1017	Flavohemoprotein
CAICOJHJ_02808	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II 1
CAICOJHJ_02809	CDS	1335	glrR_1		COG2204	Transcriptional regulatory protein GlrR
CAICOJHJ_02810	CDS	714	qseG			Quorum-sensing regulator protein G
CAICOJHJ_02811	CDS	1383	qseE	2.7.13.3		Sensor histidine kinase QseE
CAICOJHJ_02812	CDS	3888	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
CAICOJHJ_02813	CDS	1557	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
CAICOJHJ_02814	CDS	504	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
CAICOJHJ_02815	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
CAICOJHJ_02816	CDS	849	murR		COG1737	HTH-type transcriptional regulator MurR
CAICOJHJ_02817	CDS	261	yfhL		COG1145	Ferredoxin YfhL
CAICOJHJ_02818	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
CAICOJHJ_02819	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
CAICOJHJ_02820	CDS	729	recO		COG1381	DNA repair protein RecO
CAICOJHJ_02821	CDS	906	era_2		COG1159	GTPase Era
CAICOJHJ_02822	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
CAICOJHJ_02823	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
CAICOJHJ_02824	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
CAICOJHJ_02825	CDS	480	rseC		COG3086	Protein RseC
CAICOJHJ_02826	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
CAICOJHJ_02827	CDS	651	rseA		COG3073	Anti-sigma-E factor RseA
CAICOJHJ_02828	CDS	576	rpoE		COG1595	ECF RNA polymerase sigma-E factor
CAICOJHJ_02829	CDS	1623	nadB	1.4.3.16	COG0029	L-aspartate oxidase
CAICOJHJ_02830	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
CAICOJHJ_02831	CDS	1335	srmB_2	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
CAICOJHJ_02832	CDS	882	cmpR			HTH-type transcriptional activator CmpR
CAICOJHJ_02833	CDS	588	eamB		COG1280	Cysteine/O-acetylserine efflux protein
CAICOJHJ_02834	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
CAICOJHJ_02835	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
CAICOJHJ_02836	CDS	1038	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
CAICOJHJ_02837	CDS	420	trxC	1.8.1.8	COG0526	Thioredoxin 2
CAICOJHJ_02838	CDS	699				hypothetical protein
CAICOJHJ_02839	CDS	2661	pka	2.3.1.-	COG0454	Protein lysine acetyltransferase Pka
CAICOJHJ_02840	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
CAICOJHJ_02841	CDS	273				hypothetical protein
CAICOJHJ_02842	CDS	1299	kgtP_1			Alpha-ketoglutarate permease
CAICOJHJ_02843	rRNA	111				5S ribosomal RNA
CAICOJHJ_02844	rRNA	2902				23S ribosomal RNA
CAICOJHJ_02845	tRNA	76				tRNA-Glu(ttc)
CAICOJHJ_02846	rRNA	1547				16S ribosomal RNA
CAICOJHJ_02847	CDS	2574	clpB		COG0542	Chaperone protein ClpB
CAICOJHJ_02848	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
CAICOJHJ_02849	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
CAICOJHJ_02850	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
CAICOJHJ_02851	CDS	342	raiA		COG1544	Ribosome-associated inhibitor A
CAICOJHJ_02852	CDS	1161	pheA		COG0077	P-protein
CAICOJHJ_02853	CDS	1122	tyrA		COG0287	T-protein
CAICOJHJ_02854	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
CAICOJHJ_02855	CDS	363				hypothetical protein
CAICOJHJ_02856	CDS	519				hypothetical protein
CAICOJHJ_02857	CDS	1227	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
CAICOJHJ_02858	CDS	483			COG2885	Outer membrane protein Omp38
CAICOJHJ_02859	CDS	348	rplS		COG0335	50S ribosomal protein L19
CAICOJHJ_02860	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
CAICOJHJ_02861	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
CAICOJHJ_02862	CDS	249	rpsP		COG0228	30S ribosomal protein S16
CAICOJHJ_02863	CDS	1362	ffh		COG0541	Signal recognition particle protein
CAICOJHJ_02864	CDS	867	ypjD		COG4137	Inner membrane protein YpjD
CAICOJHJ_02865	CDS	1242				hypothetical protein
CAICOJHJ_02866	CDS	594	grpE			Protein GrpE
CAICOJHJ_02867	CDS	879	nadK	2.7.1.23	COG0061	NAD kinase
CAICOJHJ_02868	CDS	1662	recN		COG0497	DNA repair protein RecN
CAICOJHJ_02869	CDS	342	bamE		COG2913	Outer membrane protein assembly factor BamE
CAICOJHJ_02870	CDS	291	pasI		COG2914	Persistence and stress-resistance antitoxin PasI
CAICOJHJ_02871	CDS	477	pasT		COG2867	Persistence and stress-resistance toxin PasT
CAICOJHJ_02872	CDS	483	smpB		COG0691	SsrA-binding protein
CAICOJHJ_02873	tmRNA	363	ssrA			transfer-messenger RNA, SsrA
CAICOJHJ_02874	CDS	921				hypothetical protein
CAICOJHJ_02875	CDS	207	dinI_3			DNA damage-inducible protein I
CAICOJHJ_02876	CDS	234	ydfK_1			Cold shock protein YdfK
CAICOJHJ_02877	CDS	591	pinR	3.1.22.-	COG1961	Serine recombinase PinR
CAICOJHJ_02878	CDS	294				hypothetical protein
CAICOJHJ_02879	CDS	1041				hypothetical protein
CAICOJHJ_02880	CDS	282				hypothetical protein
CAICOJHJ_02881	CDS	2400				hypothetical protein
CAICOJHJ_02882	CDS	459				hypothetical protein
CAICOJHJ_02883	CDS	219				hypothetical protein
CAICOJHJ_02884	CDS	600	ompX_3		COG3637	Outer membrane protein X
CAICOJHJ_02885	CDS	3480				hypothetical protein
CAICOJHJ_02886	CDS	573				hypothetical protein
CAICOJHJ_02887	CDS	600				hypothetical protein
CAICOJHJ_02888	CDS	699				hypothetical protein
CAICOJHJ_02889	CDS	330				hypothetical protein
CAICOJHJ_02890	CDS	2562				hypothetical protein
CAICOJHJ_02891	CDS	435				hypothetical protein
CAICOJHJ_02892	CDS	423				hypothetical protein
CAICOJHJ_02893	CDS	741				hypothetical protein
CAICOJHJ_02894	CDS	396				hypothetical protein
CAICOJHJ_02895	CDS	579				hypothetical protein
CAICOJHJ_02896	CDS	354				hypothetical protein
CAICOJHJ_02897	CDS	396				hypothetical protein
CAICOJHJ_02898	CDS	1026				hypothetical protein
CAICOJHJ_02899	CDS	333				hypothetical protein
CAICOJHJ_02900	CDS	1320	sppA_4	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
CAICOJHJ_02901	CDS	1602				hypothetical protein
CAICOJHJ_02902	CDS	207				hypothetical protein
CAICOJHJ_02903	CDS	1926				hypothetical protein
CAICOJHJ_02904	CDS	546				hypothetical protein
CAICOJHJ_02905	CDS	207				hypothetical protein
CAICOJHJ_02906	CDS	174	gnsA_2			Protein GnsA
CAICOJHJ_02907	CDS	216	cspJ			Cold shock-like protein CspJ
CAICOJHJ_02908	CDS	93				hypothetical protein
CAICOJHJ_02909	CDS	498				hypothetical protein
CAICOJHJ_02910	CDS	534	rrrD_4	3.2.1.17	COG3772	Lysozyme RrrD
CAICOJHJ_02911	CDS	261				hypothetical protein
CAICOJHJ_02912	CDS	552	ydfR_2			putative protein YdfR
CAICOJHJ_02913	CDS	207				hypothetical protein
CAICOJHJ_02914	CDS	216	cspB		COG1278	Cold shock-like protein CspB
CAICOJHJ_02915	CDS	213	cspG_2		COG1278	Cold shock-like protein CspG
CAICOJHJ_02916	CDS	753				hypothetical protein
CAICOJHJ_02917	CDS	990				hypothetical protein
CAICOJHJ_02918	CDS	798				hypothetical protein
CAICOJHJ_02919	CDS	390	rusA_3	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
CAICOJHJ_02920	CDS	327	lexA_1	3.4.21.88	COG1974	LexA repressor
CAICOJHJ_02921	CDS	489				hypothetical protein
CAICOJHJ_02922	CDS	942				hypothetical protein
CAICOJHJ_02923	CDS	339				hypothetical protein
CAICOJHJ_02924	CDS	552				hypothetical protein
CAICOJHJ_02925	CDS	201				hypothetical protein
CAICOJHJ_02926	CDS	627			COG1974	putative HTH-type transcriptional regulator
CAICOJHJ_02927	CDS	513				hypothetical protein
CAICOJHJ_02928	CDS	363				hypothetical protein
CAICOJHJ_02929	CDS	825				hypothetical protein
CAICOJHJ_02930	CDS	525				hypothetical protein
CAICOJHJ_02931	CDS	867				hypothetical protein
CAICOJHJ_02932	CDS	207				hypothetical protein
CAICOJHJ_02933	CDS	1173	intQ		COG0582	Putative defective protein IntQ
CAICOJHJ_02934	CDS	384				hypothetical protein
CAICOJHJ_02935	CDS	816				hypothetical protein
CAICOJHJ_02936	CDS	978	csiD			Protein CsiD
CAICOJHJ_02937	CDS	1269	lhgO	1.1.3.15	COG0579	L-2-hydroxyglutarate oxidase LhgO
CAICOJHJ_02938	CDS	1449	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
CAICOJHJ_02939	CDS	1281	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase GabT
CAICOJHJ_02940	CDS	1401	gabP		COG1113	GABA permease
CAICOJHJ_02941	CDS	663				hypothetical protein
CAICOJHJ_02942	CDS	450	ygaU		COG1652	putative protein YgaU
CAICOJHJ_02943	CDS	159				hypothetical protein
CAICOJHJ_02944	CDS	300	ygaV		COG0640	putative HTH-type transcriptional regulator YgaV
CAICOJHJ_02945	CDS	525	ygaP		COG0607	Inner membrane protein YgaP
